NEIGHBOURHOOD_NUMBER,NEIGHBOURHOOD_NAME,WARD,CITIZENSHIP_CANADIAN_CITIZEN,CITIZENSHIP_NON_CANADIAN_CITIZEN,CITIZENSHIP_NO_RESPONSE,CITY_RESOURCE_ACCESS_CITY_WEBSITE,CITY_RESOURCE_ACCESS_311_PHONE_IN,CITY_RESOURCE_ACCESS_NEWSPAPERS,CITY_RESOURCE_ACCESS_RADIO,CITY_RESOURCE_ACCESS_COMMUNITY_NEWSLETTER,CITY_RESOURCE_ACCESS_SOCIAL_MEDIA,CITY_RESOURCE_ACCESS_IN_PERSON,CITY_RESOURCE_ACCESS_BILLBOARDS,CITY_RESOURCE_ACCESS_PAMPHLETS,CITY_RESOURCE_ACCESS_OTHER,CITY_RESOURCE_ACCESS_NO_RESPONSE,DWELLING_UNIT_OWNERSHIP_OWNED,DWELLING_UNIT_OWNERSHIP_RENTED,DWELLING_UNIT_OWNERSHIP_NO_RESPONSE,DWELLING_UNIT_STATUS_OCCUPIED,DWELLING_UNIT_STATUS_UNOCCUPIED,DWELLING_UNIT_STATUS_NO_LONGER_IN_USE,DWELLING_UNIT_STATUS_NO_RESPONSE,EMPLOYMENT_STATUS_PRESCHOOL,EMPLOYMENT_STATUS_KINDERGARTEN-GR.6,EMPLOYMENT_STATUS_GR.7-GR.9,EMPLOYMENT_STATUS_GR.10-GR.12,EMPLOYMENT_STATUS_POST_SECONDARY_STUDENT,EMPLOYMENT_STATUS_HOMEMAKER,EMPLOYMENT_STATUS_EMPLOYED_0-30_HRS,EMPLOYMENT_STATUS_EMPLOYED_30+_HRS,EMPLOYMENT_STATUS_UNEMPLOYED,EMPLOYMENT_STATUS_RETIRED,EMPLOYMENT_STATUS_PERMANENTLY_UNABLE_TO_WORK,EMPLOYMENT_STATUS_NO_RESPONSE,HOUSEHOLD_LANGUAGE_ENGLISH_ONLY,HOUSEHOLD_LANGUAGE_ARABIC,HOUSEHOLD_LANGUAGE_CANTONESE,HOUSEHOLD_LANGUAGE_FRENCH,HOUSEHOLD_LANGUAGE_GERMAN,HOUSEHOLD_LANGUAGE_MANDARIN,HOUSEHOLD_LANGUAGE_PANJABI_PUNJABI,HOUSEHOLD_LANGUAGE_SPANISH,HOUSEHOLD_LANGUAGE_TAGALOG_PILIPINO_FILIPINO,HOUSEHOLD_LANGUAGE_UKRAINIAN,HOUSEHOLD_LANGUAGE_OTHER,HOUSEHOLD_LANGUAGE_NO_RESPONSE,CAR/TRUCK/VAN_AS_DRIVER,PRIMARY_TRANSPORTATION_CAR/TRUCK/VAN_AS_PASSENGER,PRIMARY_TRANSPORTATION_TRANSIT,PRIMARY_TRANSPORTATION_WALK,PRIMARY_TRANSPORTATION_BICYCLE,PRIMARY_TRANSPORTATION_OTHER,PRIMARY_TRANSPORTATION_NO_RESPONSE,MARITAL_STATUS_MARRIED,MARITAL_STATUS_COMMON-LAW,MARITAL_STATUS_SEPARATED/DIVORCED,MARITAL_STATUS_NEVER_MARRIED,MARITAL_STATUS_WIDOWED,MARITAL_STATUS_NO_RESPONSE,PREVIOUS_RESIDENCE_ELSEWHERE_IN_EDMONTON,PREVIOUS_RESIDENCE_ELSEWHERE_IN_ALBERTA,PREVIOUS_RESIDENCE_ATLANTIC_CANADA,PREVIOUS_RESIDENCE_ONTARIO/QUEBEC,PREVIOUS_RESIDENCE_TERRITORIES/MANITOBA/SASKATCHEWAN,PREVIOUS_RESIDENCE_BRITISH_COLUMBIA,PREVIOUS_RESIDENCE_OUTSIDE_CANADA,PREVIOUS_RESIDENCE_NO_RESPONSE,SCHOOL_RESIDENCY_PUBLIC,SCHOOL_RESIDENCY_CATHOLIC,SCHOOL_RESIDENCY_NO_RESPONSE,STRUCTURE_TYPE_SINGLE_DETACHED_HOUSE,STRUCTURE_TYPE_DUPLEX/FOURPLEX,STRUCTURE_TYPE_ROW_HOUSE,STRUCTURE_TYPE_APARTMENT_5+_STORIES,STRUCTURE_TYPE_APARTMENT_1-4_STORIES,STRUCTURE_TYPE_MANUFACTURED/MOBILE_HOME,STRUCTURE_TYPE_INSTITUTION/COLLECTIVE_RESIDENCE,STRUCTURE_TYPE_HOTEL/MOTEL,STRUCTURE_TYPE_RV/TENT/OTHER,STRUCTURE_TYPE_NO_RESPONSE,TERM_OF_RESIDENCE_5_YEARS_OR_MORE,TERM_OF_RESIDENCE_3_YEARS_TO_LESS_THAN_5_YEARS,TERM_OF_RESIDENCE_1_YEAR_TO_LESS_THAN_3_YEARS,TERM_OF_RESIDENCE_LESS_THAN_1_YEAR,TERM_OF_RESIDENCE_CHILD_LESS_THAN_1_YEAR,TERM_OF_RESIDENCE_NO_RESPONSE,AGE_0 FEMALE,AGE_0 MALE,AGE_1 FEMALE,AGE_1 MALE,AGE_10 FEMALE,AGE_10 MALE,AGE_11 FEMALE,AGE_11 MALE,AGE_12 FEMALE,AGE_12 MALE,AGE_13 FEMALE,AGE_13 MALE,AGE_14 FEMALE,AGE_14 MALE,AGE_15 FEMALE,AGE_15 MALE,AGE_16 FEMALE,AGE_16 MALE,AGE_17 FEMALE,AGE_17 MALE,AGE_18 FEMALE,AGE_18 MALE,AGE_19 FEMALE,AGE_19 MALE,AGE_2 FEMALE,AGE_2 MALE,AGE_20 FEMALE,AGE_20 MALE,AGE_21 FEMALE,AGE_21 MALE,AGE_22 FEMALE,AGE_22 MALE,AGE_23 FEMALE,AGE_23 MALE,AGE_24 FEMALE,AGE_24 MALE,AGE_25 FEMALE,AGE_25 MALE,AGE_26 FEMALE,AGE_26 MALE,AGE_27 FEMALE,AGE_27 MALE,AGE_28 FEMALE,AGE_28 MALE,AGE_29 FEMALE,AGE_29 MALE,AGE_3 FEMALE,AGE_3 MALE,AGE_30 FEMALE,AGE_30 MALE,AGE_31 FEMALE,AGE_31 MALE,AGE_32 FEMALE,AGE_32 MALE,AGE_33 FEMALE,AGE_33 MALE,AGE_34 FEMALE,AGE_34 MALE,AGE_35 FEMALE,AGE_35 MALE,AGE_36 FEMALE,AGE_36 MALE,AGE_37 FEMALE,AGE_37 MALE,AGE_38 FEMALE,AGE_38 MALE,AGE_39 FEMALE,AGE_39 MALE,AGE_4 FEMALE,AGE_4 MALE,AGE_40 FEMALE,AGE_40 MALE,AGE_41 FEMALE,AGE_41 MALE,AGE_42 FEMALE,AGE_42 MALE,AGE_43 FEMALE,AGE_43 MALE,AGE_44 FEMALE,AGE_44 MALE,AGE_45 FEMALE,AGE_45 MALE,AGE_46 FEMALE,AGE_46 MALE,AGE_47 FEMALE,AGE_47 MALE,AGE_48 FEMALE,AGE_48 MALE,AGE_49 FEMALE,AGE_49 MALE,AGE_5 FEMALE,AGE_5 MALE,AGE_50 FEMALE,AGE_50 MALE,AGE_51 FEMALE,AGE_51 MALE,AGE_52 FEMALE,AGE_52 MALE,AGE_53 FEMALE,AGE_53 MALE,AGE_54 FEMALE,AGE_54 MALE,AGE_55 FEMALE,AGE_55 MALE,AGE_56 FEMALE,AGE_56 MALE,AGE_57 FEMALE,AGE_57 MALE,AGE_58 FEMALE,AGE_58 MALE,AGE_59 FEMALE,AGE_59 MALE,AGE_6 FEMALE,AGE_6 MALE,AGE_60 FEMALE,AGE_60 MALE,AGE_61 FEMALE,AGE_61 MALE,AGE_62 FEMALE,AGE_62 MALE,AGE_63 FEMALE,AGE_63 MALE,AGE_64 FEMALE,AGE_64 MALE,AGE_65 FEMALE,AGE_65 MALE,AGE_66 FEMALE,AGE_66 MALE,AGE_67 FEMALE,AGE_67 MALE,AGE_68 FEMALE,AGE_68 MALE,AGE_69 FEMALE,AGE_69 MALE,AGE_7 FEMALE,AGE_7 MALE,AGE_70 FEMALE,AGE_70 MALE,AGE_71 FEMALE,AGE_71 MALE,AGE_72 FEMALE,AGE_72 MALE,AGE_73 FEMALE,AGE_73 MALE,AGE_74 FEMALE,AGE_74 MALE,AGE_75 FEMALE,AGE_75 MALE,AGE_76 FEMALE,AGE_76 MALE,AGE_77 FEMALE,AGE_77 MALE,AGE_78 FEMALE,AGE_78 MALE,AGE_79 FEMALE,AGE_79 MALE,AGE_8 FEMALE,AGE_8 MALE,AGE_80 FEMALE,AGE_80 MALE,AGE_81 FEMALE,AGE_81 MALE,AGE_82 FEMALE,AGE_82 MALE,AGE_83 FEMALE,AGE_83 MALE,AGE_84 FEMALE,AGE_84 MALE,AGE_85+ FEMALE,AGE_85+ MALE,AGE_9 FEMALE,AGE_9 MALE,AGE_No Response FEMALE,AGE_No Response MALE
6630,RIVER VALLEY RIVERSIDE,Ward 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,RIVER VALLEY RUNDLE,Ward 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5380,RIVER VALLEY TERWILLEGAR,Ward 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,RIVER VALLEY VICTORIA,Ward 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5390,RIVER VALLEY WALTERDALE,Ward 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5400,RIVER VALLEY WHITEMUD,Ward 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5405,RIVER VALLEY WINDERMERE,Ward 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,RIVERDALE,Ward 6,1767,71,224,571,294,303,211,274,128,80,63,118,55,129,571,288,107,966,35,66,0,95,117,42,43,72,52,130,991,27,233,24,236,698,4,7,38,9,4,0,10,6,3,37,150,816,43,173,160,48,39,283,686,191,163,731,58,233,150,33,2,15,6,4,9,11,1440,339,283,418,240,74,95,239,0,1,0,0,0,951,295,323,230,18,245,7,12,8,12,6,7,7,9,13,8,2,4,9,9,9,5,7,8,12,9,8,6,5,7,7,9,12,7,6,9,16,11,19,6,9,6,10,8,10,6,16,14,16,14,11,14,9,9,15,10,14,13,12,9,12,18,12,16,14,16,14,17,10,14,18,15,13,10,9,14,7,11,13,15,10,8,10,11,13,13,17,11,11,12,13,6,18,10,13,13,8,9,13,16,18,9,16,8,20,17,20,12,14,12,19,16,22,16,17,21,17,14,8,14,25,19,19,22,15,11,15,17,19,15,12,5,16,13,5,11,10,8,7,8,8,10,8,5,7,7,4,4,2,4,3,3,3,4,2,2,3,1,1,0,2,3,5,8,2,2,4,2,0,2,0,0,1,1,7,5,7,8,147,162
6640,ROPER INDUSTRIAL,Ward 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6650,ROSEDALE INDUSTRIAL,Ward 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750,ROSENTHAL,Ward 1,83,13,10,16,7,8,5,0,4,1,4,2,1,8,27,1,3,31,1,3,0,13,8,7,2,3,7,5,47,1,3,0,10,16,0,3,0,0,1,0,2,3,0,1,5,51,5,2,0,0,0,16,53,8,1,39,0,5,70,2,0,0,0,4,2,2,65,28,13,35,0,0,0,0,0,0,0,0,0,8,5,0,80,2,11,1,1,2,2,0,0,1,1,0,1,1,1,1,0,2,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,1,2,0,1,0,0,2,1,1,2,1,0,0,1,2,1,0,1,1,0,0,1,1,2,1,0,2,2,1,1,3,1,0,1,0,1,0,2,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,12,11
1220,ROSSDALE,Ward 6,675,49,121,278,123,114,98,79,54,25,42,63,25,98,239,194,42,475,17,12,0,20,27,9,11,35,19,59,446,9,79,8,123,311,1,5,7,3,2,0,8,0,8,24,106,347,32,51,98,7,9,114,286,75,60,289,17,118,54,23,1,2,2,7,7,7,591,111,143,188,10,52,83,171,0,0,0,0,0,355,125,133,103,5,124,2,3,3,3,4,1,0,3,3,2,2,1,2,1,0,0,0,0,4,2,4,4,5,1,0,3,3,6,2,3,8,3,8,11,7,5,8,7,7,7,3,9,5,10,8,8,3,2,9,13,9,7,7,9,5,11,4,9,3,8,5,4,3,8,4,7,1,1,2,2,4,5,4,5,4,2,4,3,4,5,6,6,5,5,5,5,5,6,3,6,2,0,5,6,8,7,8,6,3,6,6,4,9,8,10,6,11,7,9,12,8,10,0,3,7,6,5,10,4,4,3,7,8,9,6,2,6,6,9,6,2,3,1,3,2,2,1,1,0,3,0,1,0,0,0,2,1,0,0,1,3,0,1,0,1,1,1,2,0,0,1,0,0,0,1,0,2,1,3,1,4,1,54,84
3390,ROSSLYN,Ward 2,2501,199,276,253,149,648,266,139,207,34,82,671,106,151,723,540,39,1302,36,23,0,106,164,67,73,76,113,182,1135,67,719,31,243,1013,35,12,15,13,8,2,10,18,34,54,88,1171,151,257,37,6,44,697,955,234,223,888,362,314,139,31,4,12,2,12,35,39,1814,506,656,892,97,70,0,73,0,226,1,2,0,1417,472,505,274,15,293,8,6,15,13,8,8,11,9,7,10,7,14,11,9,9,15,9,10,8,16,9,13,14,8,4,12,17,16,14,12,7,15,15,15,12,12,15,14,20,17,12,10,6,12,17,6,8,11,11,12,15,18,14,23,12,23,25,19,13,14,8,16,14,8,9,18,15,11,18,5,10,18,15,16,21,15,8,10,22,17,20,19,16,20,17,21,17,9,20,17,18,10,20,18,16,25,21,19,20,19,13,26,10,16,21,19,12,17,18,22,16,24,12,10,13,8,10,12,11,9,15,11,13,10,12,11,8,13,20,11,18,8,12,5,12,11,17,12,29,19,27,7,27,14,19,14,22,13,23,11,15,12,31,10,27,6,17,12,26,9,15,10,10,16,18,7,9,8,146,39,6,10,176,206
5430,ROYAL GARDENS,Ward 10,2516,583,437,755,366,411,302,248,277,73,184,341,194,244,635,620,170,1425,25,31,0,201,267,121,172,219,135,243,1241,106,383,40,408,742,33,18,49,25,62,9,25,29,10,167,256,1063,94,386,85,16,50,817,1187,160,237,1396,107,449,386,54,8,70,18,20,58,19,1964,626,946,616,51,268,161,385,0,0,0,0,0,1348,460,590,633,46,459,27,19,10,19,17,18,13,26,17,29,20,22,23,24,24,19,23,25,32,29,19,28,26,18,18,23,21,18,20,19,29,36,28,24,17,35,29,18,25,21,20,21,17,15,30,22,21,27,21,17,24,19,21,25,22,17,20,18,21,16,22,16,17,22,19,14,26,23,26,11,21,20,24,15,19,18,29,27,19,21,25,21,27,20,19,14,17,21,27,30,14,21,17,16,21,19,21,21,26,13,19,21,18,18,19,22,15,11,17,7,18,11,13,14,18,13,15,7,10,9,21,7,12,11,9,7,10,7,12,7,8,9,9,11,14,19,9,7,14,11,16,11,16,5,9,13,9,8,13,9,10,7,10,7,11,4,25,21,5,10,6,9,2,1,4,6,5,7,20,19,10,22,276,273
2660,RUNDLE HEIGHTS,Ward 7,3147,232,187,521,434,244,263,78,121,34,57,99,222,143,530,838,30,1398,30,12,0,263,318,116,142,87,146,192,1412,183,387,72,248,991,11,4,32,13,1,2,19,5,18,179,123,1326,101,368,35,7,32,609,1006,348,223,1693,95,201,278,87,5,43,21,36,50,69,2240,706,620,590,45,390,0,414,0,0,0,1,0,1241,584,850,589,43,259,28,21,24,29,28,23,17,21,19,15,20,16,16,18,25,20,38,23,19,14,22,15,12,16,18,24,15,17,13,13,13,15,21,14,29,25,17,20,18,16,26,21,30,27,14,23,28,34,31,22,25,17,23,22,21,12,26,34,21,28,21,25,26,21,21,26,36,32,21,26,22,22,27,26,25,30,24,18,27,40,18,39,17,22,25,21,13,24,21,18,32,24,21,30,18,15,15,21,18,20,23,21,15,26,19,14,10,15,14,15,18,18,24,30,20,19,11,16,17,15,11,17,13,14,16,7,6,13,13,10,15,10,10,6,30,19,8,13,18,8,10,9,15,14,8,9,9,6,6,5,10,4,8,9,2,3,14,20,6,4,7,5,4,6,2,4,2,2,9,11,15,17,212,259
2670,RURAL NORTH EAST HORSE HILL,Ward 4,239,4,18,31,19,19,28,14,12,5,2,22,5,15,75,7,5,87,3,15,0,13,17,14,12,7,19,10,104,3,44,5,13,69,0,0,0,0,0,6,0,0,0,5,7,110,13,4,6,0,6,71,126,13,13,88,11,10,8,0,0,0,0,0,0,1,187,38,36,102,0,0,0,0,2,1,0,0,0,182,33,7,9,4,26,2,2,1,1,0,1,1,2,1,4,4,0,0,5,2,1,3,2,1,4,1,2,2,3,0,3,0,3,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,2,0,0,1,0,2,1,0,2,3,1,1,2,1,0,2,1,1,2,2,1,1,0,3,0,3,2,1,1,0,3,2,5,2,2,1,6,4,2,2,1,0,3,1,2,4,2,3,2,0,2,2,2,3,3,4,0,0,1,2,2,7,2,1,1,0,1,0,4,0,3,0,0,1,0,1,1,1,3,0,4,0,1,0,3,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,5,3,0,3,19,13
2680,RURAL NORTH EAST NORTH STURGEON,Ward 4,162,7,308,16,7,11,19,2,10,4,0,16,6,22,44,13,15,72,3,14,0,4,14,9,10,8,11,14,69,1,32,2,303,50,0,0,0,0,0,5,0,0,1,1,15,80,8,2,4,0,7,52,90,10,4,59,4,310,4,0,0,0,0,0,0,0,141,23,313,85,0,0,0,0,3,1,0,0,0,124,19,14,4,1,315,0,0,0,1,2,1,0,2,0,0,2,2,2,2,2,1,3,0,0,4,1,2,2,4,0,0,1,2,2,7,2,6,0,4,1,5,1,6,1,13,1,1,0,2,1,8,1,1,0,4,0,8,0,6,1,3,1,4,0,12,0,4,2,10,4,4,0,5,0,0,1,12,0,7,3,12,0,8,2,9,1,8,0,7,2,7,0,8,1,6,0,2,1,9,1,9,2,3,0,5,2,5,0,9,1,7,1,7,0,7,1,3,1,0,0,6,3,6,0,4,2,12,0,6,1,6,1,5,1,4,2,3,0,0,0,2,1,1,0,1,0,1,0,2,2,0,0,2,0,0,1,0,2,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,3,0,3,22,29
